equipo_id,linea_produccion,voltaje_v,corriente_a,potencia_kw,energia_kwh,horas_activas,temperatura_c,factor_potencia,eficiencia_porcentual,fallas_detectadas,costo_energia_usd,fecha_registro
EQ_026,Línea C,247.23,13.76,2.88,25.33,4.23,45.71,0.895745103034949,97.79,0,3.04,2024-04-14
EQ_032,Línea D,205.15,13.65,2.36,13.24,10.84,31.47,0.9515512836701743,100.0,2,1.88,2024-10-13
EQ_006,Línea D,213.4,10.36,2.15,23.91,6.87,33.57,0.9642298553362794,79.44,2,3.29,2024-07-04
EQ_032,Línea A,195.8,11.08,2.09,10.28,9.05,55.53,0.8874592996378967,85.28,1,1.52,2024-10-10
EQ_004,Línea B,233.97,8.39,1.74,7.01,9.72,44.23,0.8819284916450603,88.0,3,0.66,2024-01-04
EQ_011,Línea C,214.98,9.56,1.7,13.63,7.44,54.92,0.9085698452175517,79.75,1,1.45,2024-05-17
EQ_017,Línea C,223.09,13.83,2.7,23.4,6.45,41.34,0.9101342329419381,86.05,1,2.22,2024-06-27
EQ_038,Línea C,210.93,9.11,1.78,15.36,11.7,39.4,0.8660526010454406,92.27,1,2.07,2024-08-24
EQ_024,Línea C,215.1,11.46,2.2,9.76,11.72,56.19,0.8879199750665985,80.6,0,0.96,2024-01-18
EQ_005,Línea D,238.35,5.2,1.18,7.68,6.32,36.41,0.7466547921563922,79.37,1,0.74,2024-10-29
EQ_034,Línea D,230.41,6.0,1.38,11.03,7.84,49.89,0.9032863658352798,78.84,2,1.36,2024-01-09
EQ_006,Línea B,218.33,8.94,1.64,9.4,11.78,42.88,0.9647197090150659,74.25,1,1.08,2024-01-29
EQ_022,Línea C,231.52,8.45,1.74,19.11,4.04,53.79,0.8366655432612726,91.83,2,2.54,2024-05-23
EQ_011,Línea C,231.85,6.14,1.26,5.92,7.3,63.18,0.8968427734228234,79.35,1,0.71,2024-12-13
EQ_048,Línea A,214.13,15.22,2.81,22.2,4.8,41.08,1.0,78.51,1,2.56,2024-05-28
EQ_016,Línea D,197.96,8.52,1.42,13.53,8.07,39.53,0.9188719979333233,89.23,1,1.56,2024-03-04
EQ_033,Línea C,206.51,6.67,1.12,6.83,4.2,51.66,0.9878397183903985,84.92,1,0.97,2024-07-05
EQ_009,Línea B,199.89,8.45,1.65,14.84,7.26,34.18,0.8694042339154402,80.8,1,1.69,2024-08-14
EQ_006,Línea B,237.47,8.08,1.7,18.08,5.77,61.16,0.9424409202886113,91.49,3,1.99,2024-04-27
EQ_016,Línea D,240.07,8.56,1.85,10.22,8.27,59.46,0.8608890884979157,80.48,2,1.13,2024-12-21
EQ_029,Línea B,243.8,3.22,0.77,8.73,11.97,35.01,0.9400532307472143,67.58,2,0.89,2024-09-10
EQ_003,Línea B,189.71,11.88,2.15,18.12,10.4,29.17,0.9621124117379892,95.67,0,2.57,2024-01-31
EQ_020,Línea D,236.07,12.05,2.35,15.03,10.77,33.39,0.9502487922764838,78.37,1,1.48,2024-06-09
EQ_036,Línea C,253.18,12.41,2.87,21.37,9.08,33.55,0.9027531337134241,79.25,3,3.09,2024-08-02
EQ_019,Línea C,236.68,8.98,1.89,12.28,4.33,53.02,0.9337466783008946,79.28,0,1.31,2024-06-17
EQ_026,Línea B,187.73,9.99,1.8,17.64,5.65,60.49,0.9342245967704748,85.48,2,2.54,2024-03-21
EQ_003,Línea B,246.52,5.4,1.26,13.07,11.4,52.9,0.9532994827727577,82.81,2,1.8,2024-02-15
EQ_019,Línea C,220.63,10.5,2.17,23.14,6.93,42.64,0.9138116525896707,92.9,1,2.89,2024-02-18
EQ_020,Línea D,216.51,8.76,1.65,19.61,4.83,48.42,0.9665569400117617,98.16,1,2.55,2024-10-24
EQ_032,Línea B,226.77,6.62,1.44,14.88,9.62,36.3,0.991730269964803,79.57,1,1.63,2024-10-09
EQ_007,Línea A,204.26,10.59,1.75,15.42,6.4,55.97,0.90410662766475,77.5,1,1.92,2024-03-28
EQ_041,Línea D,220.04,10.71,1.96,13.16,6.15,49.32,0.9223219863970981,80.82,2,1.42,2024-04-30
EQ_033,Línea B,244.31,8.18,1.73,14.46,11.98,52.73,0.8747592608094145,88.51,2,1.65,2024-01-03
EQ_040,Línea B,229.34,9.32,1.74,7.53,10.87,37.72,0.9370128661912135,84.07,0,1.02,2024-11-11
EQ_039,Línea A,220.88,4.9,0.92,9.16,7.26,43.31,0.9373318863890397,81.0,1,0.96,2024-08-14
EQ_018,Línea A,221.34,11.73,2.51,18.99,11.84,52.25,0.9228993192516851,74.62,0,2.66,2024-03-19
EQ_040,Línea C,202.28,5.3,1.06,4.41,9.2,59.44,0.9266699827150635,67.33,0,0.5,2024-05-24
EQ_001,Línea D,217.75,5.88,1.1,4.95,9.94,38.92,1.0,76.96,2,0.6,2024-08-29
EQ_011,Línea D,195.49,8.19,1.37,9.73,4.25,52.8,0.7756638597968262,95.12,2,1.43,2024-02-01
EQ_028,Línea C,235.34,11.34,2.28,19.76,4.97,37.88,0.8951671561020266,88.49,0,2.59,2024-09-19
EQ_025,Línea D,187.21,11.34,1.82,14.04,9.06,66.17,0.902813816095396,83.47,2,1.81,2024-07-29
EQ_050,Línea D,232.82,7.99,1.5,13.43,11.19,40.85,0.9928456306477151,90.84,2,1.78,2024-03-11
EQ_023,Línea D,234.69,10.32,2.39,18.74,8.99,51.44,0.9437644404659291,74.7,3,2.72,2024-07-15
EQ_031,Línea D,239.78,2.93,0.59,5.48,5.07,46.66,0.9449842918069078,85.45,0,0.57,2024-02-27
EQ_030,Línea D,221.3,5.84,1.14,6.56,4.93,71.05,0.9829928095451563,70.71,1,0.83,2024-04-21
EQ_042,Línea A,233.75,5.9,1.11,5.44,10.75,47.3,0.911002164909836,87.77,1,0.62,2024-02-17
EQ_035,Línea D,217.6,11.76,2.49,21.84,5.11,39.85,0.9526163267914116,87.08,1,1.98,2024-07-03
EQ_007,Línea A,202.2,9.96,1.91,15.05,8.16,51.4,0.8934617055923322,87.27,0,1.47,2024-11-22
EQ_016,Línea D,242.96,8.55,2.06,8.68,4.3,51.17,0.8673346837077269,94.34,0,0.95,2024-06-13
EQ_026,Línea C,218.55,8.85,1.85,13.03,4.65,43.43,1.0,91.21,1,1.61,2024-08-02
EQ_048,Línea B,198.86,12.71,2.18,10.57,9.38,34.05,0.9384515864882066,75.33,1,1.51,2024-11-26
EQ_049,Línea A,213.0,7.49,1.36,11.22,9.51,39.72,0.9522331297437301,94.46,0,1.54,2024-11-25
EQ_002,Línea D,213.59,4.06,0.81,5.8,6.73,53.81,0.8659912657617334,83.32,0,0.71,2024-04-30
EQ_001,Línea C,226.93,11.26,2.23,19.86,5.72,27.53,0.9455176322930945,69.24,0,1.88,2024-07-31
EQ_048,Línea B,255.21,8.55,1.99,20.79,10.51,42.52,1.0,84.13,1,2.23,2024-11-06
EQ_012,Línea A,227.84,10.86,1.98,12.67,5.74,54.95,0.9061274965807803,90.18,4,1.42,2024-02-10
EQ_005,Línea B,223.1,7.87,1.43,16.73,8.34,44.07,0.8572100279410698,76.89,2,2.13,2024-12-18
EQ_037,Línea C,256.84,5.48,1.28,10.6,11.75,66.74,0.9291988096827056,95.66,0,1.0,2024-10-15
EQ_032,Línea A,234.68,9.21,1.97,17.62,5.18,27.55,0.8682051547394853,77.61,0,2.15,2024-06-16
EQ_009,Línea B,223.81,8.03,1.71,16.15,11.53,35.39,0.8421100651764489,81.15,1,2.33,2024-02-03
EQ_041,Línea D,212.81,8.55,1.5,14.0,5.46,21.85,0.8832617152629608,79.68,1,1.85,2024-11-13
EQ_035,Línea A,224.74,12.85,2.61,21.11,8.54,64.94,0.8953701102612,71.33,2,2.91,2024-10-01
EQ_019,Línea B,219.0,4.7,0.86,6.39,7.02,35.55,0.8706375102724522,77.05,3,0.84,2024-07-15
EQ_048,Línea C,221.37,8.86,1.61,7.13,11.72,25.13,0.986323339106928,79.31,1,0.73,2024-07-09
EQ_016,Línea C,239.72,5.54,1.17,4.89,6.19,38.88,1.0,83.96,3,0.47,2024-08-08
EQ_003,Línea A,211.9,0.23,0.04,0.27,7.2,31.07,0.9509044008103716,60.99,0,0.04,2024-01-10
EQ_020,Línea B,227.7,7.85,1.51,10.07,11.86,38.95,0.9392097746051531,90.73,1,1.33,2024-04-29
EQ_024,Línea A,234.23,8.09,1.64,11.65,8.29,45.41,0.9128975943644445,90.65,0,1.45,2024-05-02
EQ_033,Línea A,210.07,9.87,1.77,9.04,8.02,53.05,0.8751833592943469,94.45,2,0.92,2024-09-03
EQ_024,Línea B,207.66,7.35,1.25,12.38,6.06,43.25,1.0,73.07,1,1.56,2024-12-25
EQ_011,Línea B,217.74,3.53,0.63,6.84,9.61,45.25,0.9168573251454828,82.66,0,0.63,2024-08-08
EQ_049,Línea D,213.08,5.53,0.99,11.39,4.11,39.18,0.896870726396675,92.53,2,1.11,2024-09-17
EQ_008,Línea B,237.28,11.95,2.3,18.26,4.4,29.88,0.9707378312001602,93.22,3,1.99,2024-02-27
EQ_036,Línea C,204.97,5.49,1.04,9.99,8.79,26.53,0.9163207905059794,96.83,3,1.17,2024-11-10
EQ_038,Línea A,221.03,12.75,2.42,26.24,6.73,41.36,0.968864712154574,85.82,0,2.55,2024-05-07
EQ_040,Línea A,258.19,11.15,2.46,18.07,11.63,45.85,0.8995125646732228,84.55,2,1.76,2024-07-05
EQ_020,Línea C,226.2,7.05,1.38,8.94,11.23,40.61,0.9708818462726837,72.54,0,1.19,2024-07-23
EQ_035,Línea B,228.69,5.81,1.24,14.25,9.71,26.91,0.9689883608470682,93.52,4,1.77,2024-03-26
EQ_048,Línea C,237.41,11.14,2.58,20.96,10.55,47.01,0.9862414210995046,81.32,2,2.56,2024-04-13
EQ_025,Línea C,213.06,7.28,1.48,11.81,9.34,61.29,0.8845287580203254,85.27,3,1.38,2024-05-22
EQ_035,Línea D,203.78,3.36,0.65,3.53,5.0,43.85,0.9158480281810505,84.74,0,0.52,2024-07-23
EQ_025,Línea C,222.65,9.69,1.93,9.39,10.12,39.2,1.0,65.84,1,0.87,2024-05-08
EQ_029,Línea A,223.98,9.25,1.94,20.83,5.68,44.4,0.9076793960447774,78.51,1,2.1,2024-09-02
EQ_018,Línea C,195.73,11.41,2.03,18.09,6.59,33.96,0.9605512899016239,88.63,0,2.33,2024-02-07
EQ_046,Línea A,225.63,9.05,1.72,11.36,10.55,33.31,1.0,84.61,0,1.12,2024-12-28
EQ_018,Línea A,236.05,6.35,1.26,6.97,8.29,49.51,0.8275479402066269,88.69,0,0.87,2024-04-18
EQ_002,Línea A,206.31,11.81,2.09,17.65,10.88,54.9,0.9060222181014213,91.27,1,2.19,2024-11-04
EQ_035,Línea B,226.53,12.1,2.69,23.33,5.7,43.53,0.9200935091945939,78.41,0,3.46,2024-02-21
EQ_016,Línea D,233.38,8.7,1.85,10.46,8.86,25.26,0.8300560670363052,80.88,0,1.5,2024-01-01
EQ_041,Línea A,228.8,8.18,1.77,19.14,4.67,48.53,0.8972014391009729,83.87,2,2.81,2024-01-11
EQ_036,Línea A,230.22,4.03,0.81,3.79,9.14,65.67,0.8714309361472967,91.19,2,0.37,2024-11-09
EQ_033,Línea B,216.33,6.18,1.18,8.08,10.1,42.56,0.9628842734175422,83.13,1,1.15,2024-08-22
EQ_004,Línea A,203.09,10.28,1.72,16.24,8.68,43.22,0.8333676322436201,70.75,1,1.59,2024-05-07
EQ_033,Línea C,213.29,6.33,1.13,7.0,6.13,36.27,1.0,83.41,1,0.9,2024-08-01
EQ_014,Línea C,211.21,3.63,0.74,7.86,4.25,49.81,0.9544948706628973,90.87,2,1.05,2024-08-30
EQ_021,Línea D,218.8,18.49,3.71,36.8,4.96,38.29,0.8673089209886481,95.86,1,3.67,2024-02-13
EQ_048,Línea A,236.4,3.61,0.74,7.63,8.98,55.22,0.971320972743599,87.24,1,0.98,2024-01-06
EQ_020,Línea B,200.32,14.77,2.84,14.07,11.48,38.42,0.9498489836758756,73.11,0,1.31,2024-06-04
EQ_008,Línea C,222.16,7.08,1.34,6.87,5.65,48.42,0.9180616187604663,81.75,1,0.74,2024-01-08
EQ_007,Línea B,204.05,7.75,1.57,9.88,9.88,44.54,0.8839271558712067,88.8,1,1.44,2024-01-05
EQ_003,Línea B,208.9,5.98,1.09,8.88,10.93,60.55,0.9473831641003743,91.93,1,0.89,2024-12-27
EQ_017,Línea C,228.38,10.35,2.05,20.47,8.17,49.09,0.9261460182873965,89.06,1,1.92,2024-06-30
EQ_033,Línea B,202.15,3.68,0.64,6.84,9.35,58.87,0.8855379743867409,82.99,0,0.8,2024-04-21
EQ_048,Línea C,231.01,2.48,0.47,4.53,10.52,46.09,0.8528372452951913,91.87,0,0.64,2024-09-29
EQ_012,Línea B,199.72,12.83,2.11,24.11,6.09,43.29,0.8774705489581434,79.88,0,2.28,2024-09-21
EQ_022,Línea C,230.0,5.59,1.2,11.89,6.38,44.62,0.8948351072181387,86.48,1,1.32,2024-07-30
EQ_022,Línea A,196.76,10.24,1.96,12.64,4.01,37.29,0.9781243642095738,91.0,2,1.82,2024-03-18
EQ_046,Línea D,210.73,4.74,0.96,5.88,11.7,50.32,0.9630379474878621,89.61,1,0.57,2024-09-26
EQ_030,Línea C,248.45,10.13,2.08,19.9,11.34,38.1,0.8974966232842962,89.79,3,2.16,2024-06-02
EQ_038,Línea C,245.63,13.05,2.91,16.13,10.12,46.12,0.8994403020153804,89.59,1,2.21,2024-08-08
EQ_038,Línea D,213.81,6.42,1.13,5.36,4.63,53.55,0.9695676139775851,76.61,0,0.66,2024-12-12
EQ_045,Línea C,225.85,2.2,0.4,3.3,7.58,60.84,0.9333673374712632,85.14,1,0.46,2024-01-25
EQ_008,Línea C,238.06,13.07,2.9,30.66,4.82,46.63,0.932670737993715,77.73,3,2.96,2024-12-19
EQ_027,Línea B,230.22,10.78,2.25,10.82,4.13,53.61,0.8848312297252842,82.68,2,1.57,2024-07-26
EQ_027,Línea D,215.9,6.58,1.16,11.99,8.93,52.42,0.9138290571475928,75.65,2,1.75,2024-01-03
EQ_034,Línea A,208.77,7.35,1.24,13.01,11.69,41.18,0.9202130833609544,87.76,1,1.29,2024-08-02
EQ_021,Línea C,233.02,4.67,1.09,8.57,11.22,66.08,0.9154404126513145,69.28,0,0.79,2024-04-21
EQ_030,Línea D,236.96,12.26,2.34,10.43,9.57,39.24,0.9567033955927932,89.94,2,1.56,2024-07-10
EQ_033,Línea B,245.74,6.4,1.4,7.56,4.77,45.91,0.9582676919708025,85.12,0,0.9,2024-02-16
EQ_028,Línea A,194.69,3.74,0.66,6.38,6.19,59.54,0.8740521082650232,100.0,0,0.79,2024-08-08
EQ_047,Línea D,201.2,8.64,1.43,13.86,6.56,59.29,0.8949892742124562,83.36,1,1.76,2024-07-05
EQ_033,Línea A,237.43,5.42,1.07,11.97,10.11,45.14,0.8856313233389852,83.36,0,1.64,2024-02-19
EQ_005,Línea A,196.73,4.91,0.84,7.28,10.42,54.9,0.9894262883055107,90.46,0,1.01,2024-07-15
EQ_048,Línea A,238.58,6.71,1.52,7.59,7.08,42.76,1.0,83.83,2,0.77,2024-08-03
EQ_019,Línea C,216.78,8.26,1.61,8.0,7.34,40.11,0.8968189312431545,87.2,1,0.83,2024-08-08
EQ_004,Línea C,212.19,3.86,0.76,7.42,4.36,32.87,0.9116452377221559,92.96,2,1.06,2024-03-30
EQ_035,Línea B,223.08,12.16,2.7,14.77,6.31,52.24,0.9621157415598666,82.86,0,2.06,2024-08-19
EQ_049,Línea B,199.82,10.03,1.91,12.66,7.61,53.29,0.8846394460385139,94.56,1,1.61,2024-11-18
EQ_017,Línea D,232.36,6.9,1.42,11.21,4.94,39.32,0.9632454163791239,71.57,1,1.68,2024-09-14
EQ_044,Línea B,245.34,5.29,1.15,4.83,7.63,47.68,0.9189565368468894,97.83,0,0.65,2024-06-01
EQ_028,Línea A,233.06,7.73,1.66,9.94,10.83,71.51,0.8328130148525019,70.69,3,1.02,2024-09-12
EQ_030,Línea A,216.3,10.7,2.16,15.69,8.65,56.47,0.8549783209814154,95.82,1,2.21,2024-09-14
EQ_029,Línea C,196.93,10.23,1.81,11.29,4.63,35.99,0.9031072966374605,70.07,2,1.3,2024-03-05
EQ_046,Línea A,197.51,11.18,2.05,10.44,5.53,55.02,0.9811474277395423,100.0,1,0.96,2024-07-08
EQ_006,Línea D,200.06,6.56,1.06,10.41,7.8,36.03,0.8753732700805511,86.29,1,1.14,2024-03-31
EQ_035,Línea A,219.82,-0.77,-0.15,-1.58,6.89,16.05,0.8932949699346018,77.44,0,-0.21,2024-06-21
EQ_041,Línea A,221.7,11.74,2.23,13.51,6.87,44.8,0.9305562113391299,99.92,2,1.99,2024-09-03
EQ_037,Línea D,233.03,7.5,1.44,14.68,8.23,60.63,0.8365617521969496,76.29,1,1.56,2024-09-12
EQ_024,Línea B,193.06,10.0,1.58,11.19,8.68,58.97,0.9349276640528824,83.18,3,1.17,2024-04-25
EQ_029,Línea B,239.67,13.01,2.87,23.11,10.37,48.77,0.842812995695045,100.0,2,2.86,2024-02-18
EQ_049,Línea D,230.42,15.3,3.19,34.61,6.73,39.58,0.9483592104730894,88.16,2,4.8,2024-08-14
EQ_046,Línea C,215.1,6.05,1.11,11.1,10.44,49.86,0.8795610958881303,68.79,2,1.5,2024-03-09
EQ_031,Línea A,202.15,8.4,1.52,15.87,6.71,42.31,0.8728975429892593,82.81,0,1.96,2024-05-05
EQ_035,Línea D,238.74,12.1,2.6,13.25,4.44,39.86,0.9336398312265898,82.11,1,1.69,2024-07-31
EQ_033,Línea A,215.5,5.47,0.99,4.51,8.43,55.62,0.9596995254750533,86.51,1,0.47,2024-02-22
EQ_021,Línea C,219.7,6.25,1.28,14.27,8.7,39.74,0.9388129928028593,84.64,3,1.65,2024-04-21
EQ_032,Línea A,225.75,6.24,1.35,9.59,11.48,56.27,0.9303821749925179,89.37,1,1.01,2024-06-07
EQ_023,Línea D,206.3,7.92,1.57,9.9,9.81,39.08,0.9310901104708615,72.78,2,1.42,2024-08-27
EQ_033,Línea A,215.77,7.34,1.46,14.3,11.34,65.58,0.9391160943880831,80.62,0,1.38,2024-05-29
EQ_003,Línea B,232.98,6.22,1.31,14.01,11.27,28.59,0.9424018098024253,87.49,1,1.83,2024-05-18
EQ_018,Línea C,231.46,5.1,0.96,10.46,8.84,35.43,0.9002859474966524,78.9,0,1.1,2024-04-22
EQ_025,Línea C,231.6,10.44,2.07,13.51,8.22,43.45,0.952725147439037,93.77,3,1.6,2024-05-22
EQ_042,Línea C,202.67,12.01,1.99,21.53,8.46,25.16,0.88009048874094,79.06,0,2.32,2024-05-17
EQ_031,Línea D,216.45,12.45,2.68,11.6,11.83,19.29,0.9745696631810687,86.15,1,1.27,2024-10-30
EQ_003,Línea C,214.05,6.56,1.16,5.1,10.19,25.25,0.9591221824394242,84.16,1,0.54,2024-01-31
EQ_040,Línea B,226.38,10.56,1.99,17.89,4.85,42.08,1.0,76.88,2,2.42,2024-10-19
EQ_046,Línea D,225.03,8.71,1.92,8.65,10.23,42.33,0.9456924225652785,85.48,1,0.97,2024-04-17
EQ_024,Línea B,222.33,6.29,1.38,9.1,5.36,48.33,0.9654549843273795,74.5,1,1.22,2024-10-10
EQ_050,Línea A,256.99,10.2,2.5,23.46,7.58,43.03,0.8419730855993699,81.45,1,2.75,2024-06-07
EQ_032,Línea A,215.64,6.15,1.06,7.1,5.68,48.0,0.9670848371152861,85.24,1,0.87,2024-11-21
EQ_047,Línea A,213.88,6.87,1.18,6.42,9.52,40.5,0.9788228011182132,73.58,0,0.79,2024-01-14
EQ_022,Línea A,202.65,3.87,0.69,4.31,11.02,52.15,0.9952360646694226,89.99,2,0.64,2024-05-01
EQ_023,Línea B,196.93,6.61,1.08,8.27,6.32,50.94,0.926023317617075,87.08,0,0.93,2024-08-02
EQ_002,Línea D,201.7,8.76,1.42,11.08,4.66,41.73,0.9029053311945995,89.26,4,1.14,2024-09-28
EQ_027,Línea D,209.22,12.71,2.37,24.33,6.39,50.33,0.865524261236169,85.02,0,3.52,2024-01-25
EQ_042,Línea C,239.65,6.94,1.64,16.4,9.38,43.09,0.8700982019066481,75.79,0,1.65,2024-11-17
EQ_002,Línea B,220.59,4.89,0.93,7.12,6.63,29.78,0.9187196662722142,85.0,0,1.0,2024-10-20
EQ_026,Línea A,222.9,12.49,2.6,27.99,6.22,54.04,0.8324281001398084,89.98,3,2.77,2024-06-17
EQ_017,Línea B,218.56,6.49,1.32,6.49,5.48,35.93,0.8815890695959351,75.48,3,0.84,2024-04-12
EQ_040,Línea C,225.48,2.75,0.53,3.2,7.98,53.94,0.9244761025380326,76.11,1,0.32,2024-12-19
EQ_033,Línea C,241.03,8.4,1.88,19.97,6.21,48.24,0.9233601726355106,83.03,2,2.9,2024-02-09
EQ_009,Línea B,190.09,7.03,1.13,7.94,9.85,44.15,0.8715303123314585,82.03,1,0.98,2024-08-22
EQ_043,Línea B,238.28,14.9,2.93,34.72,4.61,26.23,0.8583068344770682,84.87,1,3.81,2024-11-15
EQ_048,Línea B,182.27,9.43,1.62,12.52,9.31,60.4,0.8657743771806992,82.67,2,1.23,2024-03-29
EQ_039,Línea D,220.42,7.56,1.37,14.16,5.9,41.37,0.9089573920597566,86.28,1,1.59,2024-04-09
EQ_029,Línea A,252.88,5.23,1.32,9.53,7.91,51.35,1.0,94.77,0,1.26,2024-05-23
EQ_042,Línea B,230.21,8.99,1.73,12.8,6.29,43.86,0.9730169543033637,89.31,4,1.45,2024-03-22
EQ_026,Línea B,225.6,12.37,2.56,18.08,9.78,42.29,0.930709720194212,85.45,2,1.89,2024-03-17
EQ_035,Línea B,250.03,8.94,1.97,19.21,11.56,46.93,0.9476945382671852,76.15,0,2.39,2024-02-28
EQ_050,Línea C,209.45,5.46,0.94,7.88,11.34,45.27,0.9707932436940071,79.22,2,0.91,2024-08-16
EQ_025,Línea C,226.51,9.62,1.76,20.33,8.67,42.33,0.9537809325464496,91.73,1,2.03,2024-03-31
EQ_024,Línea D,228.67,7.85,1.66,9.97,7.7,44.45,0.9045895013286371,81.25,2,0.99,2024-12-19
EQ_013,Línea A,212.16,9.35,1.91,9.18,10.55,49.27,0.8777205896714231,77.26,0,1.22,2024-01-01
EQ_007,Línea D,213.49,6.94,1.43,10.22,9.47,49.98,0.9137362914637231,100.0,0,1.52,2024-09-25
EQ_036,Línea A,211.84,6.87,1.3,11.61,5.47,45.43,0.970212083345596,97.2,2,1.21,2024-10-12
EQ_045,Línea C,221.31,6.75,1.43,15.57,10.57,51.21,0.906480441227788,84.0,0,2.12,2024-07-15
EQ_020,Línea C,228.2,10.83,2.31,15.64,7.43,40.76,0.8647662185431175,76.34,1,1.49,2024-09-30
EQ_001,Línea C,221.85,6.9,1.45,13.38,5.51,67.25,0.8338276003612839,90.79,0,1.51,2024-03-18
EQ_008,Línea D,230.64,6.62,1.37,9.32,6.25,59.86,0.9139484619160895,81.08,2,1.12,2024-05-20
EQ_046,Línea B,190.46,5.17,0.91,8.13,6.14,52.62,0.868717887873108,92.11,1,0.86,2024-10-14
EQ_016,Línea B,216.73,9.36,1.95,21.6,8.15,25.58,0.8981742056811867,81.09,0,2.63,2024-03-11
EQ_014,Línea C,204.65,8.94,1.61,9.42,5.87,51.06,0.9928116264426661,98.16,0,1.35,2024-02-19
EQ_012,Línea B,224.53,6.65,1.44,10.42,4.99,41.63,0.917307514437653,80.85,1,1.53,2024-03-20
EQ_023,Línea B,224.3,5.87,1.21,14.45,4.99,35.21,0.8824769612625611,100.0,1,1.39,2024-08-22
EQ_015,Línea D,218.27,13.63,2.48,27.15,8.67,41.38,0.9354375640495934,86.56,0,2.89,2024-10-13
EQ_028,Línea A,227.65,2.36,0.43,3.66,9.88,36.32,1.0,96.07,0,0.54,2024-11-02
EQ_034,Línea C,234.97,9.48,1.94,15.78,6.57,50.07,0.9139651875796487,80.68,3,1.68,2024-06-03
EQ_002,Línea C,219.09,11.87,2.36,14.81,4.28,61.16,0.8022236848674015,74.51,1,1.95,2024-02-29
EQ_032,Línea D,204.22,-2.16,-0.43,-3.5,5.02,53.26,0.952503828826299,66.55,0,-0.37,2024-02-02
EQ_023,Línea D,196.28,10.38,1.68,18.12,11.32,72.63,0.9373215030463419,95.21,1,2.02,2024-05-06
EQ_022,Línea B,220.54,7.34,1.55,14.7,7.95,29.46,0.9245061177747863,85.54,1,1.49,2024-08-08
EQ_025,Línea C,223.63,8.77,1.91,12.07,7.63,39.94,0.9090411370669517,75.02,2,1.71,2024-07-18
EQ_022,Línea A,205.46,7.03,1.2,6.73,4.3,35.57,0.879636391255761,95.55,1,0.96,2024-05-05
EQ_022,Línea D,230.89,11.23,2.52,15.43,9.83,57.29,0.995748711196693,94.25,2,1.66,2024-02-10
EQ_049,Línea A,213.12,9.09,1.93,10.34,8.22,42.79,0.8280845332645477,96.06,0,1.44,2024-10-01
EQ_042,Línea A,195.15,8.4,1.55,7.39,5.62,46.9,0.9045519459594131,74.28,1,0.82,2024-10-23
EQ_006,Línea C,238.85,5.3,1.21,8.9,4.88,51.34,0.9033829914207064,94.97,3,0.85,2024-03-25
EQ_015,Línea C,237.16,13.65,3.23,15.85,7.07,30.45,0.9626720901198598,88.07,1,2.15,2024-03-29
EQ_043,Línea D,189.77,8.03,1.4,7.53,10.7,38.79,0.9817830322691873,96.42,2,0.95,2024-02-11
EQ_037,Línea C,211.56,14.87,2.71,22.71,10.92,54.97,0.9086633094986254,89.34,2,2.42,2024-04-29
EQ_033,Línea C,210.98,13.78,2.81,14.94,8.82,39.52,0.9296482926134344,86.38,1,1.57,2024-10-05
EQ_008,Línea C,244.59,2.66,0.6,2.71,9.82,27.86,0.9338993407238619,95.08,2,0.4,2024-02-02
EQ_044,Línea A,218.51,6.04,1.21,7.91,4.92,35.98,0.9726663119704793,91.82,2,1.12,2024-10-02
EQ_044,Línea D,197.56,4.89,0.82,4.73,8.71,42.14,0.9716365223681533,93.65,0,0.66,2024-06-01
EQ_005,Línea B,233.23,7.86,1.74,14.13,9.34,46.67,0.8930793227750535,81.1,0,1.38,2024-03-30
EQ_039,Línea A,201.54,8.56,1.41,6.79,5.61,44.29,0.9418950700718156,83.62,1,0.92,2024-04-13
EQ_004,Línea C,216.09,8.69,1.85,18.53,11.04,38.86,0.9391625896236433,71.13,2,1.91,2024-01-12
EQ_006,Línea A,208.45,11.16,2.01,22.61,5.56,54.39,0.9142045026575066,80.52,2,3.36,2024-06-08
EQ_045,Línea C,211.59,12.48,2.18,21.69,6.51,43.71,0.938689086701608,91.32,1,2.02,2024-07-14
EQ_032,Línea C,234.06,10.9,2.27,18.76,8.96,47.09,0.9210093880938113,89.51,1,2.08,2024-11-02
EQ_030,Línea A,242.82,6.32,1.24,13.5,9.11,39.39,0.9278945299557243,77.16,0,1.56,2024-09-18
EQ_047,Línea D,200.88,5.65,1.06,10.13,9.6,60.09,0.8521996844143751,95.26,3,1.41,2024-03-31
EQ_035,Línea C,229.39,8.01,1.8,7.35,4.9,41.08,0.8741019313965686,100.0,1,1.0,2024-07-15
EQ_040,Línea D,209.01,9.28,1.88,13.45,10.8,45.75,0.9608877754786596,77.78,0,1.51,2024-03-09
EQ_016,Línea B,209.47,7.45,1.29,13.94,8.26,55.35,0.8594706061590441,83.35,0,1.73,2024-08-07
EQ_013,Línea C,227.36,3.96,0.74,5.01,7.77,47.8,0.9435054604597847,80.03,0,0.7,2024-08-01
EQ_050,Línea D,204.58,10.05,1.98,8.48,11.85,47.55,0.9159287009487275,84.24,3,0.77,2024-05-25
EQ_042,Línea D,227.06,6.82,1.53,15.25,9.92,25.26,0.9715327364664916,87.19,2,2.11,2024-08-20
EQ_030,Línea B,230.95,6.73,1.39,14.48,4.94,51.81,0.9524400271048343,79.42,1,2.13,2024-08-21
